,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,date_host_since,date_first_review,date_last_review
10449,33367774,122055416,within an hour,99.0,False,Pacific Beach,403,True,False,Mission Beach,Condominium,Entire home/apt,6,1.0,2,3,224.0,1000.0,350.0,6,1,1125,2,4,100,10,10,10,10,10,10,False,True,False,super_strict_60,False,False,2017-03-22,2019-06-14,2019-07-21
10450,18408419,127458846,within an hour,100.0,True,East Village,1,True,True,East Village,Apartment,Entire home/apt,6,2.0,2,3,223.0,100.0,80.0,4,1,1125,202,404,95,10,10,10,10,10,10,False,True,False,moderate,False,False,2017-04-25,2017-04-30,2019-08-14
10451,30374728,4656446,within an hour,100.0,False,Incline Village,188,True,False,Ocean Beach,Apartment,Entire home/apt,6,1.0,2,3,111.0,250.0,125.0,4,2,1125,36,72,93,10,10,10,10,10,10,False,True,False,moderate,False,True,2013-01-10,2018-12-16,2019-08-07
10452,19954866,79310439,within an hour,100.0,False,University Heights,16,True,False,University Heights,Apartment,Entire home/apt,6,1.0,2,3,110.0,250.0,85.0,4,2,1125,34,68,96,9,10,10,10,10,9,False,True,False,moderate,False,False,2016-06-22,2017-07-28,2019-06-24
10453,28780237,50941575,within an hour,100.0,True,Rolando,1,True,False,Rolando,House,Entire home/apt,6,2.0,2,3,110.0,100.0,100.0,4,2,90,22,44,97,9,9,10,10,10,10,False,True,False,moderate,False,False,2015-12-09,2018-10-07,2019-07-28
10454,36140573,49879130,within an hour,100.0,False,North Park,1,True,True,North Park,House,Entire home/apt,6,2.0,3,4,220.0,0.0,30.0,2,1,1125,9,18,93,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-11-25,2019-07-14,2019-08-11
10456,12754090,10981379,within an hour,97.0,True,East Village,1717,True,True,Park West,Condominium,Entire home/apt,6,1.0,2,3,219.0,0.0,49.0,1,1,1125,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-01-03,2016-11-04,2016-11-04
10458,24044865,34016177,within an hour,100.0,False,North Park,2,True,True,North Park,Apartment,Entire home/apt,6,1.0,2,3,109.0,0.0,80.0,4,2,120,68,136,96,10,9,10,10,10,9,False,True,False,moderate,False,False,2015-05-23,2018-04-08,2019-07-30
10460,22546173,122055416,within an hour,99.0,False,Pacific Beach,403,True,False,Ocean Beach,Condominium,Entire home/apt,6,1.0,2,4,215.0,1000.0,274.0,6,1,1125,10,20,94,10,10,9,9,10,9,False,True,False,super_strict_60,False,False,2017-03-22,2018-07-16,2019-07-15
10461,23455177,172563683,within an hour,100.0,True,Bay Ho,1,True,True,Bay Ho,House,Entire home/apt,6,1.0,2,3,107.0,275.0,65.0,4,2,365,80,160,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2018-02-09,2018-03-11,2019-08-06
10462,24993778,7581218,within an hour,100.0,False,Golden Hill,1,True,False,Golden Hill,Bungalow,Entire home/apt,6,1.0,2,2,107.0,0.0,99.0,2,2,20,64,128,94,10,10,10,10,10,9,False,False,False,moderate,False,False,2013-07-19,2018-05-28,2019-08-11
10467,10040046,44504422,within an hour,100.0,False,Mission Beach,2,True,True,Mission Beach,House,Entire home/apt,6,1.0,2,3,210.0,200.0,130.0,5,1,365,149,298,90,9,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-09-18,2016-01-02,2019-08-11
10468,11400355,58385754,within a day,71.0,False,Central Business District,218,True,False,Mission Valley East,Condominium,Entire home/apt,6,2.0,2,3,210.0,0.0,100.0,1,1,1125,2,4,90,9,9,9,9,9,9,False,False,False,super_strict_60,False,False,2016-02-11,2016-09-02,2018-10-19
10469,30380768,41833133,within an hour,100.0,False,Pacific Beach,1,True,False,Pacific Beach,Townhouse,Entire home/apt,6,2.5,3,3,209.0,300.0,60.0,1,1,1125,17,34,90,10,9,10,9,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-08-18,2019-06-04,2019-07-29
10470,20934793,28704699,within an hour,100.0,True,Midtown,2,True,True,North Park,Bungalow,Entire home/apt,6,2.0,2,2,203.0,500.0,80.0,4,1,30,144,288,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-03-03,2017-09-17,2019-07-30
10471,5298337,27443813,within a few hours,100.0,False,Ocean Beach,1,True,True,Ocean Beach,House,Entire home/apt,6,1.0,2,3,200.0,500.0,100.0,1,1,60,120,240,97,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2015-02-08,2015-03-10,2019-08-10
10473,11721547,23579370,within an hour,100.0,True,La Jolla,4,True,True,La Jolla,Townhouse,Entire home/apt,6,2.5,3,3,200.0,,160.0,1,1,1125,177,354,96,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-11-10,2016-03-18,2019-08-11
10474,13343639,75596042,,,True,Loma Portal,1,True,True,Loma Portal,House,Entire home/apt,6,1.0,2,2,100.0,,75.0,1,2,14,34,68,95,10,9,10,10,10,10,False,False,False,moderate,False,False,2016-06-03,2016-07-16,2019-03-04
10475,14298896,87338960,,,False,Pacific Beach,1,True,True,Pacific Beach,Apartment,Entire home/apt,6,1.0,2,2,100.0,,35.0,4,2,15,3,6,80,9,9,10,10,10,9,False,False,False,flexible,False,False,2016-08-01,2016-08-15,2016-09-26
10476,14773757,2399935,within an hour,100.0,False,Pacific Beach,1,True,True,Pacific Beach,Condominium,Entire home/apt,6,2.0,2,2,200.0,0.0,100.0,4,1,90000,136,272,95,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,True,True,2012-05-17,2017-02-18,2019-08-08
10477,17560564,119200706,,,False,East Village,1,True,False,East Village,Apartment,Entire home/apt,6,1.0,1,3,200.0,0.0,100.0,4,1,1125,12,24,85,9,9,10,9,9,9,False,False,False,moderate,False,False,2017-03-05,2017-07-22,2018-12-24
10478,18572992,128954225,,,False,,1,True,False,Marina,Apartment,Entire home/apt,6,1.0,1,3,200.0,,,2,1,1125,16,32,84,9,9,10,9,9,8,False,True,False,strict_14_with_grace_period,False,False,2017-05-05,2017-05-23,2017-07-17
10479,19927271,141174068,within an hour,100.0,False,Castle,1,True,False,Castle,House,Entire home/apt,6,1.5,3,4,200.0,800.0,100.0,6,1,15,10,20,93,9,9,10,10,9,9,False,True,False,moderate,False,False,2017-07-18,2017-07-30,2019-07-22
10480,22718757,4185643,within an hour,100.0,False,University Heights,14,True,True,University Heights,Apartment,Entire home/apt,6,1.0,2,3,100.0,200.0,120.0,3,2,90,61,122,95,10,9,10,10,10,10,False,False,False,moderate,False,False,2012-11-18,2018-02-12,2019-08-17
10481,22890870,618942,within an hour,90.0,True,Kensington,5,True,False,Kensington,House,Entire home/apt,6,2.0,3,4,200.0,100.0,100.0,6,1,7,13,26,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2011-05-23,2018-02-19,2019-08-13
10482,23562407,49170887,within a few hours,91.0,False,Mission Valley East,523,True,False,Park West,Condominium,Entire home/apt,6,1.0,0,3,200.0,0.0,100.0,1,1,1125,1,2,100,8,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-11-16,2018-08-05,2018-08-05
10483,23897219,32271224,within an hour,100.0,True,Pacific Beach,4,True,True,Pacific Beach,Apartment,Entire home/apt,6,2.0,2,2,200.0,0.0,90.0,4,1,90,19,38,97,9,9,10,10,10,9,False,False,False,moderate,False,False,2015-04-30,2018-03-21,2019-08-11
10484,24581429,2022351,within an hour,98.0,False,Allied Gardens,6,True,False,Allied Gardens,Guesthouse,Entire home/apt,6,1.0,2,3,100.0,300.0,110.0,4,2,1125,72,144,95,10,10,10,10,9,10,False,False,False,moderate,False,False,2012-03-28,2018-05-01,2019-08-12
10485,25036102,189270005,within an hour,100.0,False,,2,True,False,Swan Canyon,House,Entire home/apt,6,2.0,3,3,200.0,,69.0,1,1,1125,49,98,92,9,9,10,10,10,9,False,True,False,flexible,False,False,2018-05-12,2018-05-20,2019-08-04
10486,26874594,42795986,within an hour,100.0,False,Pacific Beach,5,True,True,Logan Heights,Apartment,Entire home/apt,6,1.0,2,3,200.0,500.0,60.0,2,1,28,59,118,91,9,10,10,9,8,9,False,True,False,flexible,False,False,2015-08-28,2018-07-15,2019-08-09
10487,29941173,104593717,within a few hours,100.0,False,,1,True,False,East Village,Apartment,Entire home/apt,6,2.0,2,2,200.0,0.0,75.0,2,1,1125,13,26,92,9,9,10,9,10,9,False,False,False,moderate,False,False,2016-11-21,2018-11-25,2019-08-11
10489,34818702,35661214,within an hour,99.0,False,Core-Columbia,19,True,True,East Village,Apartment,Entire home/apt,6,1.0,2,2,200.0,,30.0,2,1,1125,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-06-12,2019-07-21,2019-07-21
10490,36320884,154090879,within an hour,100.0,False,Shelltown,0,True,False,Shelltown,Guesthouse,Entire home/apt,6,1.0,2,4,100.0,150.0,100.0,1,2,1125,3,6,87,7,7,9,10,7,8,False,True,False,moderate,False,False,2017-10-10,2019-08-09,2019-08-15
10492,4517205,7684547,within an hour,100.0,False,Pacific Beach,1,True,True,Pacific Beach,House,Entire home/apt,6,1.0,2,3,199.0,0.0,65.0,1,1,15,446,892,92,9,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2013-07-23,2014-11-15,2019-08-05
10493,5481873,28429680,within an hour,100.0,False,Pacific Beach,1,True,True,Pacific Beach,Townhouse,Entire home/apt,6,3.5,3,3,199.0,500.0,125.0,6,1,1125,31,62,86,9,8,9,10,10,9,False,True,False,moderate,False,False,2015-02-26,2015-05-17,2019-07-28
10494,13635281,33923751,within an hour,100.0,False,Ocean Beach,4,True,True,Sunset Cliffs,House,Entire home/apt,6,1.0,2,3,199.0,300.0,85.0,1,1,1125,98,196,96,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-05-21,2016-07-19,2019-08-03
10495,17045058,25701588,within an hour,100.0,True,Normal Heights,1,True,True,Normal Heights,House,Entire home/apt,6,1.0,2,3,199.0,0.0,70.0,4,1,1125,132,264,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2015-01-06,2017-03-19,2019-08-12
10496,22774305,59154364,within an hour,100.0,True,,9,True,False,Gaslamp,Apartment,Entire home/apt,6,1.0,1,1,199.0,350.0,55.0,2,1,20,135,270,96,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-02-17,2018-01-31,2019-08-15
10497,31579189,18414216,within an hour,100.0,True,Mission Hill,20,True,True,Hillcrest,Townhouse,Entire home/apt,6,2.0,2,2,199.0,300.0,100.0,1,1,1125,19,38,93,9,9,10,10,9,9,False,True,False,moderate,False,False,2014-07-19,2019-02-18,2019-07-15
10498,35190988,264997819,within an hour,100.0,False,East Village,1,True,False,East Village,Apartment,Entire home/apt,6,2.0,2,2,199.0,,110.0,2,1,1125,8,16,95,10,10,9,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2019-05-29,2019-06-27,2019-08-09
10499,35224356,9784609,within an hour,100.0,False,Golden Hill,9,True,True,East Village,Apartment,Entire home/apt,6,2.0,2,3,199.0,500.0,85.0,6,1,1125,3,6,93,9,9,8,10,10,10,False,True,False,flexible,False,False,2013-11-03,2019-06-23,2019-08-08
10501,4574280,14911079,within a few hours,92.0,False,Pacific Beach,4,True,False,Pacific Beach,House,Entire home/apt,6,2.0,3,3,99.0,400.0,150.0,6,2,29,149,298,89,9,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-04-30,2014-11-17,2019-07-12
10503,32114993,75485262,within a few hours,81.0,True,Pacific Beach,5,True,False,Pacific Beach,Condominium,Entire home/apt,6,2.0,2,4,198.0,300.0,175.0,1,1,1125,16,32,93,10,9,10,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-06-02,2019-02-16,2019-07-02
10504,35498162,8897563,within an hour,100.0,False,West Hollywood,3,True,False,Pacific Beach,Condominium,Entire home/apt,6,2.0,2,4,198.0,300.0,175.0,1,1,1125,3,6,93,9,9,9,9,9,9,False,True,False,strict_14_with_grace_period,True,True,2013-09-17,2019-06-16,2019-06-19
10505,35901661,208087084,within an hour,99.0,True,Pacific Beach,10,True,True,Pacific Beach,Apartment,Entire home/apt,6,1.0,2,3,198.0,500.0,120.0,4,1,1125,9,18,98,10,10,10,10,10,10,False,True,False,moderate,False,False,2018-08-07,2019-07-01,2019-07-29
10506,36888612,37499744,within an hour,97.0,False,East Village,2,True,False,East Village,Apartment,Entire home/apt,6,2.0,2,3,99.0,500.0,90.0,4,2,25,2,4,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-07-04,2019-07-24,2019-07-29
10507,34807404,20274139,within an hour,100.0,False,Ocean Beach,1,True,True,Ocean Beach,Apartment,Entire home/apt,6,1.0,2,3,196.0,400.0,125.0,4,1,1125,10,20,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-08-19,2019-06-23,2019-08-15
10508,20015976,22625082,,,False,Mission Beach,1,True,False,Mission Beach,House,Entire home/apt,6,2.0,2,3,195.0,350.0,135.0,1,1,1124,53,106,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-10-16,2017-09-11,2018-08-05
10509,22058707,156086844,within an hour,100.0,False,,16,True,False,Hillcrest,House,Entire home/apt,6,2.0,2,4,195.0,295.0,249.0,3,1,365,15,30,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-10-24,2017-10-14,2019-03-23
10510,33428916,64536515,within an hour,100.0,True,Ocean Beach,4,True,False,Ocean Beach,Bungalow,Entire home/apt,6,1.0,2,4,195.0,0.0,60.0,1,1,15,28,56,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-03-26,2019-05-03,2019-08-15
10511,33884348,202503486,within a day,100.0,False,Park West,1,True,True,Park West,Apartment,Entire home/apt,6,1.0,2,3,195.0,350.0,125.0,1,1,1125,5,10,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2018-07-15,2019-05-23,2019-07-21
10512,34982243,263571658,within a day,80.0,False,East Village,1,True,False,East Village,Apartment,Entire home/apt,6,2.0,2,3,195.0,200.0,105.0,6,1,10,2,4,100,10,10,9,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2019-05-23,2019-05-27,2019-06-13
10513,30402551,228287030,within an hour,100.0,True,Golden Hill,3,True,False,Golden Hill,Guesthouse,Entire home/apt,6,2.0,2,2,97.0,0.0,120.0,1,2,21,51,102,95,10,10,10,10,10,10,False,True,False,moderate,False,False,2018-11-29,2018-12-31,2019-08-14
10514,36800747,14974915,within an hour,100.0,False,East Village,1,True,False,East Village,Condominium,Entire home/apt,6,1.0,1,2,191.0,300.0,115.0,2,1,1125,5,10,96,10,9,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-05-01,2019-07-21,2019-08-13
10515,23703505,135410560,within an hour,100.0,True,,1,True,False,,House,Entire home/apt,6,2.0,2,3,95.0,450.0,120.0,4,2,28,40,80,96,10,10,10,10,10,10,False,False,False,moderate,False,False,2017-06-16,2018-03-25,2019-08-05
10516,32148652,241126927,within an hour,100.0,True,Morena,6,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,4,190.0,0.0,130.0,1,1,30,30,60,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-02-04,2019-02-15,2019-08-13
10517,32151230,241126927,within an hour,100.0,True,Morena,6,True,False,Morena,Apartment,Entire home/apt,6,2.0,2,4,190.0,0.0,130.0,1,1,30,20,40,94,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2019-02-04,2019-02-15,2019-08-16
10519,3096156,5002314,within an hour,100.0,True,University Heights,12,True,True,University Heights,Apartment,Entire home/apt,6,1.0,2,3,189.0,300.0,79.0,4,1,1124,197,394,99,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2013-02-07,2014-08-31,2019-08-01
10520,26079003,44903550,within an hour,100.0,True,Normal Heights,1,True,True,Normal Heights,Apartment,Entire home/apt,6,1.0,2,3,94.0,150.0,75.0,4,2,1125,31,62,97,10,10,10,10,10,10,False,True,False,moderate,False,False,2015-09-23,2018-09-23,2019-08-03
10521,4287220,1136524,within a day,100.0,True,Cherokee Point,2,True,True,Cherokee Point,House,Entire home/apt,6,1.0,2,2,185.0,400.0,50.0,1,1,14,21,42,99,10,10,10,10,10,10,False,False,False,moderate,False,False,2011-09-09,2014-11-01,2019-05-27
10522,25394272,8474906,within an hour,100.0,True,Logan Heights,1,True,False,Logan Heights,House,Entire home/apt,6,2.0,3,3,185.0,2500.0,78.0,6,1,1124,78,156,96,10,10,10,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2013-08-27,2018-05-29,2019-07-10
10523,3424788,17262761,,,False,Redwood Village/Rolando Park,1,True,False,Redwood Village/Rolando Park,House,Entire home/apt,6,2.0,3,2,182.0,,,1,1,1125,1,2,80,6,6,8,10,8,10,False,False,False,flexible,False,False,2014-06-25,2014-07-28,2014-07-28
10525,19384122,35672112,within a few hours,100.0,True,La Jolla,7,True,False,La Jolla,House,Entire home/apt,6,1.0,2,4,180.0,1500.0,80.0,1,1,900,11,22,95,9,10,10,9,10,9,False,False,False,strict_14_with_grace_period,False,False,2015-06-12,2017-08-11,2019-07-12
10526,28158764,19756385,within an hour,100.0,False,Point Loma Heights,2,True,True,Ocean Beach,Cottage,Entire home/apt,6,2.0,2,3,180.0,0.0,60.0,1,1,1125,1,2,80,8,6,8,10,10,6,False,True,False,strict_14_with_grace_period,False,False,2014-08-09,2019-08-17,2019-08-17
10527,28781817,2283565,within an hour,100.0,False,Logan Heights,2,True,True,Logan Heights,Apartment,Entire home/apt,6,1.0,1,1,90.0,250.0,75.0,4,2,180,23,46,97,10,10,10,10,9,10,False,True,False,moderate,False,False,2012-05-03,2018-10-08,2019-08-15
10528,28782959,2283565,within an hour,100.0,False,Logan Heights,2,True,True,Logan Heights,Condominium,Entire home/apt,6,1.0,1,1,90.0,250.0,75.0,4,2,180,49,98,91,10,9,10,10,9,9,False,True,False,moderate,False,False,2012-05-03,2018-09-30,2019-08-09
10529,31864714,35004952,within an hour,100.0,True,Point Loma Heights,4,True,False,Ocean Beach,House,Entire home/apt,6,1.0,2,3,180.0,400.0,120.0,1,1,28,29,58,92,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-06-04,2019-03-04,2019-08-08
10530,35808307,34220100,within a few hours,100.0,False,Castle,1,True,False,Castle,House,Entire home/apt,6,1.5,2,2,90.0,150.0,160.0,6,2,1125,4,8,95,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-05-25,2019-07-02,2019-08-11
10531,3093987,14645243,within an hour,100.0,True,Midtown,5,True,True,Sherman Heights,House,Entire home/apt,6,1.5,2,3,179.0,300.0,145.0,6,1,365,92,184,95,10,10,10,10,9,10,False,True,False,super_strict_30,False,False,2014-04-23,2014-09-30,2019-08-12
10532,5041842,9832430,within a few hours,100.0,True,Hillcrest,12,True,False,Hillcrest,House,Entire home/apt,6,2.0,2,3,179.0,350.0,125.0,1,1,1125,127,254,99,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-11-05,2015-02-02,2019-06-29
10533,19615066,100416844,within an hour,100.0,False,Ocean Beach,5,True,True,Ocean Beach,Apartment,Entire home/apt,6,1.0,2,2,179.0,500.0,120.0,4,1,30,73,146,95,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-10-19,2017-07-07,2019-08-13
10534,20716913,100416844,within an hour,100.0,False,Ocean Beach,5,True,True,Ocean Beach,Apartment,Entire home/apt,6,1.0,2,2,179.0,500.0,120.0,4,1,30,61,122,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-10-19,2017-09-04,2019-07-16
10535,20950656,100416844,within an hour,100.0,False,Ocean Beach,5,True,True,Ocean Beach,Apartment,Entire home/apt,6,1.0,2,3,179.0,500.0,120.0,4,1,365,47,94,94,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-10-19,2017-10-09,2019-08-12
10536,31209531,166034566,within an hour,99.0,False,Marina,5,True,True,Marina,Apartment,Entire home/apt,6,1.0,1,1,179.0,0.0,50.0,2,1,1125,34,68,92,9,9,9,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2018-01-05,2019-01-13,2019-08-02
10537,7681007,9291238,within an hour,100.0,True,Roseville/Fleet Ridge,3,True,False,Roseville/Fleet Ridge,Guest suite,Entire home/apt,6,1.5,2,3,178.0,,70.0,4,1,1125,110,220,97,10,10,10,10,10,10,False,True,False,moderate,False,False,2013-10-07,2015-08-22,2019-04-06
10538,17108548,107044391,within an hour,100.0,True,University Heights,3,True,False,University Heights,Apartment,Entire home/apt,6,1.0,2,2,177.0,300.0,80.0,1,1,25,191,382,98,10,9,10,10,10,10,False,True,False,moderate,False,False,2016-12-12,2017-02-12,2019-08-15
10539,171212,816767,within an hour,90.0,False,Carmel Valley,1,True,True,Carmel Valley,Apartment,Entire home/apt,6,2.0,3,3,175.0,500.0,250.0,4,1,365,29,58,89,9,8,10,9,10,9,False,True,False,moderate,True,True,2011-07-13,2013-03-23,2019-07-31
10540,16687937,42795986,within an hour,100.0,False,Pacific Beach,5,True,True,Pacific Beach,Apartment,Entire home/apt,6,2.0,2,3,175.0,500.0,100.0,2,1,28,83,166,97,10,10,10,10,10,10,False,True,False,moderate,False,False,2015-08-28,2017-01-15,2019-08-15
10541,22419118,124158599,within an hour,100.0,True,College West,1,True,False,College West,Guest suite,Entire home/apt,6,1.0,2,4,175.0,0.0,75.0,6,1,28,74,148,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-04-03,2018-05-09,2019-08-12
10542,25840855,43349223,within an hour,100.0,True,Mission Hill,14,True,True,Mission Hill,Apartment,Entire home/apt,6,1.5,2,3,175.0,500.0,70.0,4,1,1125,62,124,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-09-04,2018-07-23,2019-08-13
10543,27106257,43349223,within an hour,100.0,True,Mission Hill,14,True,True,Mission Hill,Apartment,Entire home/apt,6,1.0,2,3,175.0,500.0,70.0,4,1,1125,69,138,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-09-04,2018-07-26,2019-08-02
10544,27141151,43349223,within an hour,100.0,True,Mission Hill,14,True,True,Mission Hill,Apartment,Entire home/apt,6,1.5,2,3,175.0,500.0,70.0,4,1,1125,83,166,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-09-04,2018-07-26,2019-08-16
10545,27141818,43349223,within an hour,100.0,True,Mission Hill,14,True,True,Mission Hill,Apartment,Entire home/apt,6,1.0,2,3,175.0,500.0,70.0,4,1,1125,72,144,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-09-04,2018-07-26,2019-08-12
10546,28080040,50834769,within an hour,100.0,True,North Clairemont,4,True,True,North Clairemont,House,Entire home/apt,6,2.0,3,3,175.0,0.0,75.0,1,1,7,3,6,93,9,9,10,9,9,9,False,True,False,strict_14_with_grace_period,False,False,2015-12-08,2018-09-16,2019-01-01
10547,31219035,129954033,within an hour,100.0,True,Little Italy,11,True,False,Park West,House,Entire home/apt,6,1.0,2,2,175.0,350.0,69.0,2,1,60,52,104,96,10,10,10,10,9,10,False,True,False,moderate,False,False,2017-05-12,2019-01-13,2019-08-15
10548,32852545,22830845,within an hour,99.0,False,University City,37,True,False,University Heights,House,Entire home/apt,6,2.0,2,3,175.0,100.0,70.0,4,1,1125,19,38,92,9,10,9,9,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-10-22,2019-03-10,2019-07-28
10549,3912585,20265253,within an hour,100.0,False,South Park,1,True,False,South Park,Bungalow,Entire home/apt,6,1.0,2,2,174.0,250.0,59.0,2,1,29,49,98,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-08-19,2017-06-11,2019-07-21
10550,21200087,76457406,within an hour,100.0,True,Mission Beach,1,True,True,Mission Beach,Condominium,Entire home/apt,6,2.0,2,2,87.0,100.0,165.0,4,2,30,47,94,98,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-06-07,2017-11-05,2019-07-26
10551,23104206,171642442,within an hour,100.0,False,,1,True,False,Ocean Beach,Bungalow,Entire home/apt,6,1.0,1,3,174.0,500.0,120.0,1,1,1124,38,76,93,9,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2018-02-04,2018-02-16,2019-08-03
10552,7091392,6784247,within an hour,100.0,True,Golden Hill,3,True,False,Golden Hill,Condominium,Entire home/apt,6,1.0,2,2,173.0,125.0,80.0,6,1,28,393,786,96,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-06-07,2015-07-15,2019-08-10
10553,6821225,35721568,within a few hours,80.0,True,,1,True,True,Pacific Beach,House,Private room,6,1.5,1,2,85.0,,,1,2,7,55,110,97,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-06-13,2015-07-13,2019-07-28
10554,7113081,37260503,,,False,Del Mar Heights,1,True,False,Del Mar Heights,Apartment,Entire home/apt,6,2.0,2,4,170.0,,,1,1,1125,1,2,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2015-07-01,2015-07-31,2015-07-31
10555,29134987,219554627,within an hour,100.0,True,,1,True,True,Normal Heights,House,Entire home/apt,6,1.0,2,3,85.0,0.0,75.0,1,2,1125,64,128,98,10,10,10,10,10,10,False,True,False,moderate,False,False,2018-10-08,2018-10-19,2019-08-13
10556,29518424,830415,within an hour,100.0,True,Fairmont Village,1,True,False,Fairmont Village,House,Entire home/apt,6,1.0,1,4,85.0,150.0,95.0,5,2,1125,32,64,90,9,9,9,10,9,9,False,False,False,moderate,False,False,2011-07-17,2018-11-07,2019-08-06
10557,31674871,168956005,within an hour,100.0,True,Paradise Hills,7,True,False,Paradise Hills,House,Entire home/apt,6,1.0,2,2,170.0,200.0,65.0,4,1,5,5,10,84,9,10,9,10,9,8,False,True,False,moderate,False,False,2018-01-20,2019-03-03,2019-07-21
10558,17866536,75478652,within an hour,100.0,True,Ocean Beach,2,True,True,Ocean Beach,Apartment,Entire home/apt,6,1.0,1,3,169.0,1000.0,90.0,3,1,31,67,134,97,10,10,10,10,10,9,False,False,False,flexible,False,False,2016-06-02,2017-07-15,2019-08-06
10559,21815541,141915307,within an hour,100.0,False,Linda Vista,3,True,False,Linda Vista,Apartment,Entire home/apt,6,2.0,2,3,169.0,100.0,29.0,6,1,30,116,232,89,9,9,9,9,10,9,False,False,False,flexible,False,False,2017-07-22,2017-11-26,2019-07-26
10560,17870820,94241554,within an hour,100.0,True,University City,11,True,True,University City,Apartment,Entire home/apt,6,2.0,2,4,168.0,0.0,100.0,6,1,1125,50,100,96,10,10,9,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2016-09-08,2017-04-27,2019-07-31
10561,5251463,21748484,within a few hours,100.0,False,Mission Beach,19,True,True,Mission Beach,Apartment,Entire home/apt,6,2.0,2,3,165.0,200.0,75.0,6,1,1125,25,50,91,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-09-24,2015-03-08,2019-08-10
